Concat,Alkalinity,Calcium,Chloride,Copper,DOC,Hardness,Magnesium,pH,Potassium,Sodium,Sulfate,Temperature,New_Total,Category5,Field16,Analyte_count,Field18,StationName,StationCode,SampleDate,TargetLatitude,TargetLongitude,Program,ParentProject,Project,Data_Source,NearStream_Distance,Stream_Name,HUC8_Name
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramR-138019,,,,,,,,pH,,,,Temperature,2,1,,2,,Swan Street,R-1,2/2/2004 0:00,34.25861,-119.195,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,1482.405894,Santa Clara River,Santa Clara
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramR-138020,,,,Copper,,Hardness,,,,,,,2,0,,2,,Swan Street,R-1,2/3/2004 0:00,34.25861,-119.195,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,1482.405894,Santa Clara River,Santa Clara
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramR-138035,,,,,,,,pH,,,,Temperature,2,1,,2,,Swan Street,R-1,2/18/2004 0:00,34.25861,-119.195,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,1482.405894,Santa Clara River,Santa Clara
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramR-138036,,,,Copper,,Hardness,,,,,,,2,0,,2,,Swan Street,R-1,2/19/2004 0:00,34.25861,-119.195,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,1482.405894,Santa Clara River,Santa Clara
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramR-138277,,,,,,,,pH,,,,Temperature,2,1,,2,,Swan Street,R-1,10/17/2004 0:00,34.25861,-119.195,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,1482.405894,Santa Clara River,Santa Clara
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramR-138279,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,Swan Street,R-1,10/19/2004 0:00,34.25861,-119.195,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,1482.405894,Santa Clara River,Santa Clara
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramSCR Down42109,,,,,,,,pH,,,,Temperature,2,1,,2,,Santa Clara River Downstream west of Victoria Avenue,SCR Down,4/15/2015 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramSCR Up42109,,,,,,,,pH,,,,Temperature,2,1,,2,,Santa Clara River Upstream near Torrey Rd,SCR Up,4/15/2015 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramTCR Down37553,,,,,,,,pH,,,,Temperature,2,1,,2,,Tapo Canyon Road - Downstream,TCR Down,10/24/2002 0:00,34.2694,-118.716,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,218.3877095,Arroyo Simi,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramTCR Mid37550,,,,,,,,pH,,,,Temperature,2,1,,2,,Tapo Canyon Road - Midstream,TCR Mid,10/21/2002 0:00,34.2695,-118.716,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,229.3296937,Arroyo Simi,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramTCR Mid37553,,,,,,,,pH,,,,Temperature,2,1,,2,,Tapo Canyon Road - Midstream,TCR Mid,10/24/2002 0:00,34.2695,-118.716,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,229.3296937,Arroyo Simi,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramTCR Up37553,,,,,,,,pH,,,,Temperature,2,1,,2,,Tapo Canyon Road - Upstream,TCR Up,10/24/2002 0:00,34.2695,-118.716,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,229.3296937,Arroyo Simi,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC37938,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,11/13/2003 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC37939,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,11/14/2003 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38043,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,2/26/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38044,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,2/27/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38224,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,8/25/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38226,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,8/27/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38265,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,10/5/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38266,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,10/6/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38287,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,10/27/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38288,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,10/28/2004 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38356,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,1/4/2005 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38357,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,1/5/2005 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38378,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,1/26/2005 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38379,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,1/27/2005 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38394,,,,,,,,pH,,,,,1,0,,1,,Upper Matilija Creek,UMC,2/11/2005 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUMC38397,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,Upper Matilija Creek,UMC,2/14/2005 0:00,34.49333,-119.32889,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,42.64168921,Matilija Creek,Ventura
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39061,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper SCR,USCR,12/10/2006 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39062,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,Upper SCR,USCR,12/11/2006 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39109,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper SCR,USCR,1/27/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39111,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,Upper SCR,USCR,1/29/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39135,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper SCR,USCR,2/22/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39136,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,Upper SCR,USCR,2/23/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39192,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper SCR,USCR,4/20/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39193,,,,Copper,,Hardness,,,,,,,2,0,,2,,Upper SCR,USCR,4/21/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39217,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper SCR,USCR,5/15/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39218,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,Upper SCR,USCR,5/16/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39245,,,,,,,,pH,,,,Temperature,2,1,,2,,Upper SCR,USCR,6/12/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramUSCR39246,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,Upper SCR,USCR,6/13/2007 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramVR Down42110,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Downstream above Main Street Bridge,VR Down,4/16/2015 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramVR Up42109,,,,,,,,pH,,,,Temperature,2,1,,2,,Ventura River Upstream above Los Robles Diversion Structure,VR Up,4/15/2015 0:00,,,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,-1,,
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-336550,,,Chloride,Copper,,Hardness,,pH,,,,,4,0,,4,,La Vista Drain,W-3,1/25/2000 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-336568,,,Chloride,Copper,,Hardness,,pH,,,,,4,0,,4,,La Vista Drain,W-3,2/12/2000 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-336576,,,,,,,,pH,,,,,1,0,,1,,La Vista Drain,W-3,2/20/2000 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-336577,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,La Vista Drain,W-3,2/21/2000 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-336901,,,,,,,,pH,,,,,1,0,,1,,La Vista Drain,W-3,1/10/2001 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-336902,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,La Vista Drain,W-3,1/11/2001 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-337664,,,,,,,,pH,,,,Temperature,2,1,,2,,La Vista Drain,W-3,2/12/2003 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-337665,,Calcium,Chloride,Copper,,Hardness,Magnesium,,,,,,5,0,,5,,La Vista Drain,W-3,2/13/2003 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-338019,,,,,,,,pH,,,,Temperature,2,1,,2,,La Vista Drain,W-3,2/2/2004 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-338020,,,,Copper,,Hardness,,,,,,,2,0,,2,,La Vista Drain,W-3,2/3/2004 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-338277,,,,,,,,pH,,,,Temperature,2,1,,2,,La Vista Drain,W-3,10/17/2004 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-338279,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,La Vista Drain,W-3,10/19/2004 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-338642,,,,,,,,pH,,,,Temperature,2,1,,2,,La Vista Drain,W-3,10/17/2005 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-338644,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,La Vista Drain,W-3,10/19/2005 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-339060,,,,,,,,pH,,,,,1,0,,1,,La Vista Drain,W-3,12/9/2006 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-339062,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,La Vista Drain,W-3,12/11/2006 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-339434,,,,,,,,pH,,,,Temperature,2,1,,2,,La Vista Drain,W-3,12/18/2007 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-339435,,,Chloride,Copper,,Hardness,,,,,,,3,0,,3,,La Vista Drain,W-3,12/19/2007 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-339778,,,Chloride,Copper,,Hardness,,pH,,,,Temperature,5,3,,5,,La Vista Drain,W-3,11/26/2008 0:00,34.26583,-119.09306,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,53.52669411,,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-436550,,,Chloride,Copper,,Hardness,,pH,,,,,4,0,,4,,Revolon Slough,W-4,1/25/2000 0:00,34.17056,-119.09528,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,83.98169518,Revolon Slough,Calleguas
Ventura County Watershed Protection DistrictVentura Countywide Stormwater Quality Management ProgramVentura Countywide Stormwater Quality Management ProgramW-436568,,,Chloride,Copper,,Hardness,,pH,,,,,4,0,,4,,Revolon Slough,W-4,2/12/2000 0:00,34.17056,-119.09528,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura Countywide Stormwater Quality Management Program,Ventura County Watershed Protection District,83.98169518,Revolon Slough,Calleguas
